,Unnamed: 0,Area,Location,Project_Name,BHK,Covered_Parking,Open_Parking,Balcony,Valuation,final_price,Restaurant_count,Hospital_count,School_count,Shopping_mall_count,Gas_station_count,ATM_count,Best_Hospital_count,Best_ATM_count,Best_Restaurant_count,Best_school_count,Best_Shopping_mall_count,Best_Gas_station_count,Location_Kharadi,Location_Baner,Location_Hinjewadi,Location_Pimpri Chinchwad,Location_Balewadi,Location_Bavdhan,Location_Wakad,Location_Ravet,Location_Dhayri,Location_Mundhwa,Location_Punawale,Location_Wagholi,Location_Tathawade,Location_Kothrud,Location_Dhanori,Location_Moshi,Location_Hadapsar,Location_Mahalunge,Location_Pashan,Location_Aundh,Location_Ambegaon Budruk,Location_Gahunje,Location_Mohammadwadi,Location_Chikhali,Location_Charholi Budruk,Location_Viman Nagar,Location_Lohegaon,Location_Narhe,Location_Talegaon Dabhade,Location_Sus,Location_Undri,Location_Manjari Khurd,Location_Wadgaon Sheri,Location_Pimple Saudagar,Location_Chokhi Dhani,Location_Sus Road-Pashan,Location_Anand Nagar,Location_Alandi,Location_Nanded,Location_Magarpatta City,Location_Maan,Location_Kondhwa,Location_Thergaon,Location_Warje,Location_Mamurdi,Location_Paud Road,Location_Pune,Location_Bhugaon,Location_Pimple Gurav,Location_Pimple Nilakh,Location_Chinchwad,Location_Koregaon Park,Location_Kesnand,Location_Kondhwa Budruk,Location_Hingne Khurd,Location_Bibwewadi,Location_Vadgaon Budruk,Location_Erandwane,Location_Handewadi,Location_Ambegaon,Location_Kalyani Nagar,Location_Fursungi,Location_Pashan Road,Location_Parvati Darshan,Location_Pirangut,Location_Katraj,Location_Ghorpadi,Location_Sinhagad Road,Location_Handewadi Road-Hadapsar,Location_Manjari Budruk,encoded_project_name
307,311,770,Pimpri Chinchwad,Prapti Estella,5.0,0,0,1,6700000,6700000,20,21,20,20,13,20,16,19,22,16,14,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289
308,312,691,Pimpri Chinchwad,Global Lifestyle,2.0,0,0,1,5850000,5850000,20,21,20,20,13,20,16,19,22,16,14,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
309,313,693,Pimpri Chinchwad,Global Lifestyle,2.0,0,0,1,6320000,6320000,20,21,20,20,13,20,16,19,22,16,14,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
310,314,775,Pimpri Chinchwad,Kalpataru Exquisite Wing 4,3.0,0,0,1,11000000,11000000,20,21,20,20,13,20,16,19,22,16,14,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658
311,315,359,Pirangut,Excellaa Florence,1.0,0,0,1,2193000,2193000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400
312,316,597,Pirangut,Excellaa Florence,2.0,0,0,1,3391000,3391000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400
313,317,448,Pirangut,Vanaha Springs T1 Willow,1.0,0,0,1,4000000,4000000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1903
314,318,1903,Pirangut,Vanaha Springs T1 Willow,4.0,0,0,1,17000000,17000000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1903
315,319,325,Pirangut,Apex Ambar,2.0,0,0,1,2000000,2000000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125
316,320,643,Pirangut,Apex Ambar,2.0,0,0,1,4000000,4000000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125
317,321,740,Pirangut,NG Madhupushpa,2.0,1,0,2,4000000,4000000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1045
318,322,932,Pirangut,Pirangut,1.0,0,1,1,2500000,2500000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1276
319,323,602,Pirangut,Excellaa Florence 1,2.0,1,0,2,3200000,3200000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,401
320,324,584,Pirangut,Calyx Vanalika,2.0,0,1,1,4000000,4000000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,272
321,325,932,Pirangut,Residential Plot,2.0,0,0,1,7200000,7200000,20,20,22,22,8,20,15,9,10,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1453
322,326,2400,Sinhagad Road,Nanded City Pune Rhythm I II III,1.0,0,0,1,14200000,14200000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1092
323,327,5234,Sinhagad Road,Nanded City Pune Rhythm I II III,2.0,0,0,1,30100000,30100000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1092
324,328,926,Sinhagad Road,Venkatesh Skydale Phase 1,2.0,0,0,1,12800000,12800000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1932
325,329,2621,Sinhagad Road,Venkatesh Skydale Phase 1,5.0,0,0,1,36900000,36900000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1932
326,330,650,Sinhagad Road,Nanded Kalashree,2.0,0,0,1,5750000,5750000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1093
327,331,700,Sinhagad Road,Nanded Kalashree,2.5,0,0,1,5900000,5900000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1093
328,332,560,Sinhagad Road,Guardian Cityscapes Phase 1,2.0,0,0,1,6426000,6426000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579
329,333,978,Sinhagad Road,Guardian Cityscapes Phase 1,3.0,0,0,1,11200000,11200000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579
330,334,600,Sinhagad Road,Nanded Bageshree,2.0,0,0,1,5266000,5266000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1091
331,335,603,Sinhagad Road,Nanded Bageshree,2.0,0,0,1,5287000,5287000,20,22,20,20,3,20,14,9,16,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1091
332,336,771,Paud Road,Vyas Sudhendu Co Op Hsg Society,2.0,0,0,1,14100000,14100000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
333,337,1194,Paud Road,Vyas Sudhendu Co Op Hsg Society,3.0,0,0,1,21400000,21400000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
334,338,826,Paud Road,Goel Ganga Utopia,2.0,0,0,1,9023000,9023000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558
335,339,1640,Paud Road,Goel Ganga Utopia,3.5,0,0,1,17900000,17900000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558
336,340,831,Paud Road,Srushti,2.0,0,0,1,9950000,9950000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726
337,341,1068,Paud Road,Srushti,3.0,0,0,1,12600000,12600000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726
338,342,672,Paud Road,Badhekar Pushkar,1.0,0,0,1,8877000,8877000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
339,343,1467,Paud Road,Badhekar Pushkar,3.0,0,0,1,18700000,18700000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
340,344,623,Paud Road,Mont Vert Kingstown Sector 1 Residential Wings,2.0,0,0,1,5300000,5300000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030
341,345,650,Paud Road,Mont Vert Kingstown Sector 1 Residential Wings,2.0,0,0,1,5500000,5500000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030
342,346,1180,Paud Road,Puravankara Aspire,2.0,0,0,1,11200000,11200000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368
343,347,1805,Paud Road,Puravankara Aspire,3.0,0,0,1,15400000,15400000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368
344,348,1100,Paud Road,Sobha Nesara Block 3,3.0,0,0,1,17500000,17500000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707
345,349,586,Paud Road,Songbirds,1.0,0,0,1,2871000,2871000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714
346,350,2821,Paud Road,Songbirds,4.0,0,0,1,13800000,13800000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714
347,351,777,Paud Road,Sobha Nesara Block 1,3.0,0,0,1,15700000,15700000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705
348,352,1027,Paud Road,Sobha Nesara Block 1,3.0,0,0,1,16700000,16700000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705
349,353,1008,Paud Road,Pebbles -II,3.0,0,0,1,9000000,9000000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250
350,354,1021,Paud Road,Pebbles -II,3.0,0,0,1,10800000,10800000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250
351,355,1223,Paud Road,Sobha Nesara Block 2,4.5,0,0,1,22300000,22300000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706
352,356,1779,Paud Road,Sobha Nesara Block 2,5.0,0,0,1,32400000,32400000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706
353,357,645,Paud Road,Arvind Elan,2.0,0,0,1,10500000,10500000,20,21,22,22,14,20,18,15,19,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
354,358,736,Pashan Road,Angal Nakshatra,2.0,0,0,1,6800000,6800000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114
355,359,762,Pashan Road,Angal Nakshatra,2.0,0,0,1,7112000,7112000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114
356,360,673,Pashan Road,VTP Solitaire Phase 1 A B,2.0,0,0,1,8686000,8686000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1891
357,361,923,Pashan Road,VTP Solitaire Phase 1 A B,3.0,0,0,1,12100000,12100000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1891
358,362,783,Pashan Road,Ganga Legends County,3.0,0,0,1,8600000,8600000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459
359,363,1235,Pashan Road,Ganga Legends County,3.5,0,0,1,13500000,13500000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459
360,364,693,Pashan Road,Siddh Amara,3.0,0,0,1,7626000,7626000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1682
361,365,1048,Pashan Road,Siddh Amara,5.0,0,0,1,11100000,11100000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1682
362,366,458,Pashan Road,Goel Ganga Legend A2 And B4,2.0,0,0,1,6900000,6900000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,548
363,367,955,Pashan Road,Goel Ganga Legend A2 And B4,3.0,0,0,1,16000000,16000000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,548
364,370,751,Pashan Road,Pebbles Urbania,2.0,0,0,1,7340000,7340000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1251
365,371,958,Pashan Road,Pebbles Urbania,3.0,0,0,1,9199000,9199000,20,21,25,23,8,20,19,15,19,26,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1251
366,372,331,Hadapsar,Green Hive Plus,1.0,0,0,1,2873000,2873000,20,21,20,20,17,20,24,14,16,22,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
367,373,618,Hadapsar,Green Hive Plus,2.0,0,0,1,4255000,4255000,20,21,20,20,17,20,24,14,16,22,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
368,374,725,Hadapsar,Kalpataru Serenity Bldg 5,2.0,0,1,2,5600000,5600000,20,21,20,20,17,20,24,14,16,22,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
